Date;Region;Value
2016-06-30;Saratov Oblast;38523
2016-06-30;Sakhalin Oblast;81553
2016-06-30;Sverdlovsk Oblast;52783
2016-06-30;Smolensk Oblast;40767
2016-06-30;Stavropol Krai;37251
2016-06-30;Tambov Oblast;38604
2016-06-30;Tver Oblast;46448
2016-06-30;Tomsk Oblast;49713
2016-06-30;Tula Oblast;45478
2016-06-30;Tyumen Oblast;53287
2016-06-30;Udmurt Republic;43549
2016-06-30;Ulyanovsk Oblast;37172
2016-06-30;Khabarovsk Krai;55337
2016-06-30;Khanty-Mansi Autonomous Okrug–Yugra;57658
2016-06-30;Chelyabinsk Oblast;37753
2016-06-30;Chechen Republic;35585
2016-06-30;Chuvash Republic — Chuvashia;43397
2016-06-30;Chukotka Autonomous Okrug;64505
2016-06-30;Yamalo-Nenets Autonomous Okrug;67248
2016-06-30;Yaroslavl Oblast;44106
2016-07-31;Russia;54738
2016-07-31;Republic of Adygea;36319
2016-07-31;Altai Republic;42213
2016-07-31;Altai Krai;40053
2016-07-31;Amur Oblast;51690
2016-07-31;Arkhangelsk Oblast;52505
2016-07-31;Astrakhan Oblast;38915
2016-07-31;Belgorod Oblast;46151
2016-07-31;Bryansk Oblast;35270
2016-07-31;Vladimir Oblast;40399
2016-07-31;Volgograd Oblast;41454
2016-07-31;Vologda Oblast;39333
2016-07-31;Voronezh Oblast;44571
2016-07-31;Jewish Autonomous Oblast;41675
2016-07-31;Zabaykalsky Krai;45530
2016-07-31;Ivanovo Oblast;39991
2016-07-31;Irkutsk Oblast;42581
2016-07-31;Kabardino-Balkarian Republic;37525
2016-07-31;Kaliningrad Oblast;49008
2016-07-31;Kaluga Oblast;53121
2016-07-31;Kamchatka Krai;62189
2016-07-31;Kemerovo Oblast;35429
2016-07-31;Kirov Oblast;41820
2016-07-31;Kostroma Oblast;40269
2016-07-31;Krasnodar Krai;54082
2016-07-31;Krasnoyarsk Krai;44144
2016-07-31;Kurgan Oblast;36399
2016-07-31;Kursk Oblast;36476
2016-07-31;Leningrad Oblast;64899
2016-07-31;Lipetsk Oblast;39387
2016-07-31;Magadan Oblast;52789
2016-07-31;Republic of Mordovia;44054
2016-07-31;Moscow;155153
2016-07-31;Moscow Oblast;77706
2016-07-31;Murmansk Oblast;42808
2016-07-31;Nenets Autonomous Okrug;81618
2016-07-31;Nizhny Novgorod Oblast;50443
2016-07-31;Novgorod Oblast;41419
2016-07-31;Novosibirsk Oblast;52009
2016-07-31;Omsk Oblast;41424
2016-07-31;Orenburg Oblast;36760
2016-07-31;Oryol Oblast;37234
2016-07-31;Penza Oblast;41077
2016-07-31;Perm Krai;43957
2016-07-31;Primorsky Krai;68725
2016-07-31;Pskov Oblast;38481
2016-07-31;Republic of Bashkortostan;46481
2016-07-31;Republic of Buryatia;46012
2016-07-31;Republic of Dagestan;37577
2016-07-31;Republic of Ingushetia;27943
2016-07-31;Republic of Kalmykia;34788
2016-07-31;Karachay-Cherkess Republic;40610
2016-07-31;Republic of Karelia;46081
2016-07-31;Komi Republic;54541
2016-07-31;Mari El Republic;41680
2016-07-31;Republic of Sakha (Yakutia);75066
2016-07-31;Republic of Tatarstan;49721
2016-07-31;Republic of Tuva;53163
2016-07-31;Republic of Khakassia;42099
2016-07-31;Rostov Oblast;49182
2016-07-31;Ryazan Oblast;42656
2016-07-31;Samara Oblast;46335
2016-07-31;City of Saint Petersburg;89986
2016-07-31;Saratov Oblast;38258
2016-07-31;Sakhalin Oblast;81690
2016-07-31;Sverdlovsk Oblast;52569
2016-07-31;Smolensk Oblast;40576
2016-07-31;Stavropol Krai;37462
2016-07-31;Tambov Oblast;37954
2016-07-31;Tver Oblast;46527
2016-07-31;Tomsk Oblast;49920
2016-07-31;Tula Oblast;45256
2016-07-31;Tyumen Oblast;53095
2016-07-31;Udmurt Republic;43857
2016-07-31;Ulyanovsk Oblast;37122
2016-07-31;Khabarovsk Krai;55712
2016-07-31;Khanty-Mansi Autonomous Okrug–Yugra;57582
2016-07-31;Chelyabinsk Oblast;37747
2016-07-31;Chechen Republic;38655
2016-07-31;Chuvash Republic — Chuvashia;43388
2016-07-31;Chukotka Autonomous Okrug;61506
2016-07-31;Yamalo-Nenets Autonomous Okrug;66223
2016-07-31;Yaroslavl Oblast;43361
2016-08-31;Russia;54617
2016-08-31;Republic of Adygea;35648
2016-08-31;Altai Republic;41612
2016-08-31;Altai Krai;40206
2016-08-31;Amur Oblast;51775
2016-08-31;Arkhangelsk Oblast;52630
2016-08-31;Astrakhan Oblast;39446
2016-08-31;Belgorod Oblast;46017
2016-08-31;Bryansk Oblast;35274
2016-08-31;Vladimir Oblast;39808
2016-08-31;Volgograd Oblast;41156
2016-08-31;Vologda Oblast;39125
2016-08-31;Voronezh Oblast;44462
2016-08-31;Jewish Autonomous Oblast;43909
2016-08-31;Zabaykalsky Krai;45536
2016-08-31;Ivanovo Oblast;40464
2016-08-31;Irkutsk Oblast;42823
2016-08-31;Kabardino-Balkarian Republic;38025
2016-08-31;Kaliningrad Oblast;48887
2016-08-31;Kaluga Oblast;52772
2016-08-31;Kamchatka Krai;61858
2016-08-31;Kemerovo Oblast;35449
2016-08-31;Kirov Oblast;41665
2016-08-31;Kostroma Oblast;39868
2016-08-31;Krasnodar Krai;54096
2016-08-31;Krasnoyarsk Krai;44027
2016-08-31;Kurgan Oblast;36542
2016-08-31;Kursk Oblast;36180
2016-08-31;Leningrad Oblast;65941
2016-08-31;Lipetsk Oblast;39625
2016-08-31;Magadan Oblast;53470
2016-08-31;Republic of Mordovia;43360
2016-08-31;Moscow;152129
2016-08-31;Moscow Oblast;77436
2016-08-31;Murmansk Oblast;42931
2016-08-31;Nenets Autonomous Okrug;78645
2016-08-31;Nizhny Novgorod Oblast;50064
2016-08-31;Novgorod Oblast;41521
2016-08-31;Novosibirsk Oblast;52212
2016-08-31;Omsk Oblast;41938
2016-08-31;Orenburg Oblast;37305
2016-08-31;Oryol Oblast;36899
2016-08-31;Penza Oblast;41270
2016-08-31;Perm Krai;43897
2016-08-31;Primorsky Krai;69678
2016-08-31;Pskov Oblast;38644
2016-08-31;Republic of Bashkortostan;46567
2016-08-31;Republic of Buryatia;45787
2016-08-31;Republic of Dagestan;37985
2016-08-31;Republic of Ingushetia;28466
2016-08-31;Republic of Kalmykia;34055
2016-08-31;Karachay-Cherkess Republic;40686
2016-08-31;Republic of Karelia;45563
2016-08-31;Komi Republic;54129
2016-08-31;Mari El Republic;41447
2016-08-31;Republic of Sakha (Yakutia);75704
2016-08-31;Republic of Tatarstan;49934
2016-08-31;Republic of Tuva;52409
2016-08-31;Republic of Khakassia;41252
2016-08-31;Rostov Oblast;49959
2016-08-31;Ryazan Oblast;42315
2016-08-31;Samara Oblast;45925
2016-08-31;City of Saint Petersburg;90606
2016-08-31;Saratov Oblast;38238
2016-08-31;Sakhalin Oblast;81110
2016-08-31;Sverdlovsk Oblast;52308
2016-08-31;Smolensk Oblast;39915
2016-08-31;Stavropol Krai;37586
2016-08-31;Tambov Oblast;38091
2016-08-31;Tver Oblast;46659
2016-08-31;Tomsk Oblast;49173
2016-08-31;Tula Oblast;45632
2016-08-31;Tyumen Oblast;52861
2016-08-31;Udmurt Republic;43823
2016-08-31;Ulyanovsk Oblast;37143
2016-08-31;Khabarovsk Krai;55481
2016-08-31;Khanty-Mansi Autonomous Okrug–Yugra;57193
2016-08-31;Chelyabinsk Oblast;37930
2016-08-31;Chechen Republic;40470
2016-08-31;Chuvash Republic — Chuvashia;43272
2016-08-31;Chukotka Autonomous Okrug;57804
2016-08-31;Yamalo-Nenets Autonomous Okrug;65083
2016-08-31;Yaroslavl Oblast;42678
2016-09-30;Russia;54579
2016-09-30;Republic of Adygea;35307
2016-09-30;Altai Republic;41718
2016-09-30;Altai Krai;39965
2016-09-30;Amur Oblast;51815
2016-09-30;Arkhangelsk Oblast;52818
2016-09-30;Astrakhan Oblast;39968
2016-09-30;Belgorod Oblast;45778
2016-09-30;Bryansk Oblast;35421
2016-09-30;Vladimir Oblast;39655
2016-09-30;Volgograd Oblast;40697
2016-09-30;Vologda Oblast;38756
2016-09-30;Voronezh Oblast;43733
2016-09-30;Jewish Autonomous Oblast;44945
2016-09-30;Zabaykalsky Krai;46492
2016-09-30;Ivanovo Oblast;40499
