Дата;Регион;Значение
2019-10-01;Оренбургская область;41847
2019-10-01;Орловская область;42185
2019-10-01;Пензенская область;46034
2019-10-01;Пермский край;46642
2019-10-01;Приморский край;96364
2019-10-01;Псковская область;37457
2019-10-01;Республика Башкортостан;50000
2019-10-01;Республика Бурятия;51109
2019-10-01;Республика Дагестан;45890
2019-10-01;Республика Калмыкия;33684
2019-10-01;Республика Карачаево-Черкессия;44304
2019-10-01;Республика Карелия;46663
2019-10-01;Республика Коми;49608
2019-10-01;Республика Марий Эл;34840
2019-10-01;Республика Саха (Якутия);79982
2019-10-01;Республика Северная Осетия-Алания;43308
2019-10-01;Республика Татарстан;73025
2019-10-01;Республика Тыва;71593
2019-10-01;Республика Хакасия;48656
2019-10-01;Ростовская область;54054
2019-10-01;Рязанская область;42578
2019-10-01;Самарская область;47500
2019-10-01;Санкт-Петербург;118590
2019-10-01;Саратовская область;39237
2019-10-01;Сахалинская область;115556
2019-10-01;Свердловская область;65156
2019-10-01;Смоленская область;39886
2019-10-01;Ставропольский край;43333
2019-10-01;Тамбовская область;44286
2019-10-01;Тверская область;47762
2019-10-01;Томская область;55556
2019-10-01;Тульская область;58065
2019-10-01;Тюменская область;65556
2019-10-01;Удмуртская Республика;49137
2019-10-01;Ульяновская область;38951
2019-10-01;Хабаровский край;56013
2019-10-01;Ханты-Мансийский АО - Югра;74969
2019-10-01;Челябинская область;35833
2019-10-01;Чеченская Республика;44444
2019-10-01;Чувашская Республика;44444
2019-10-01;Чукотский АО;104427
2019-10-01;Ямало-Ненецкий АО;76351
2019-10-01;Ярославская область;47253
2019-11-01;Россия;61368
2019-11-01;Адыгея;43243
2019-11-01;Алтай;48166
2019-11-01;Алтайский край;47059
2019-11-01;Амурская область;71071
2019-11-01;Архангельская область;51471
2019-11-01;Астраханская область;39362
2019-11-01;Белгородская область;53030
2019-11-01;Брянская область;37452
2019-11-01;Владимирская область;39836
2019-11-01;Волгоградская область;45000
2019-11-01;Вологодская область;44570
2019-11-01;Воронежская область;47757
2019-11-01;Еврейская автономная область;38333
2019-11-01;Забайкальский край;52078
2019-11-01;Ивановская область;41250
2019-11-01;Иркутская область;57169
2019-11-01;Кабардино-Балкарская Республика;42278
2019-11-01;Калининградская область;58696
2019-11-01;Калужская область;56452
2019-11-01;Камчатский край;66124
2019-11-01;Кемеровская область;44167
